Randomizer Version: 4.6.0
Random Seed: 8190105131538
Settings String: 321YQgEATL8AP8AAgEEAAIeAxgIFAAAFAA+AQABEgAAAAAABAAYMtkyAQAICTIGBAAyAAUAC0VtZXJhbGQgKFUp/oaDOOPDOIo=

--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF|SATK|SDEF| SPD|ABILITY1    |ABILITY2    |ITEM
EXEGGCUTE Lv36           HP 60  ATK 40  DEF 80  SPATK 60  SPDEF 45  SPEED 40 
POLIWRATH Lv34           HP 90  ATK 85  DEF 95  SPATK 70  SPDEF 90  SPEED 70 
ABSOL Lv33               HP 65  ATK 130 DEF 60  SPATK 75  SPDEF 60  SPEED 75 
BAGON Lv35               HP 45  ATK 75  DEF 60  SPATK 40  SPDEF 30  SPEED 50 
SNORLAX Lv34             HP 160 ATK 110 DEF 65  SPATK 65  SPDEF 110 SPEED 30 
NINETALES Lv36           HP 73  ATK 76  DEF 75  SPATK 81  SPDEF 100 SPEED 100
SLAKOTH Lv37             HP 60  ATK 60  DEF 60  SPATK 35  SPDEF 35  SPEED 30 
NINETALES Lv39           HP 73  ATK 76  DEF 75  SPATK 81  SPDEF 100 SPEED 100
SLAKOTH Lv40             HP 60  ATK 60  DEF 60  SPATK 35  SPDEF 35  SPEED 30 

Set #184 - SAFARI ZONE Rock Smash (rate=25)
KYOGRE Lvs 25-30         HP 100 ATK 100 DEF 90  SPATK 150 SPDEF 140 SPEED 90 
KYOGRE Lvs 20-25         HP 100 ATK 100 DEF 90  SPATK 150 SPDEF 140 SPEED 90 
KYOGRE Lvs 30-35         HP 100 ATK 100 DEF 90  SPATK 150 SPDEF 140 SPEED 90 
KYOGRE Lvs 30-35         HP 100 ATK 100 DEF 90  SPATK 150 SPDEF 140 SPEED 90 
KYOGRE Lvs 35-40         HP 100 ATK 100 DEF 90  SPATK 150 SPDEF 140 SPEED 90 

Set #185 - MAGMA HIDEOUT Grass/Cave (rate=10)
NINCADA Lv27             HP 31  ATK 45  DEF 90  SPATK 30  SPDEF 30  SPEED 40 
SUICUNE Lv28             HP 100 ATK 75  DEF 115 SPATK 90  SPDEF 115 SPEED 85 
NINCADA Lv28             HP 31  ATK 45  DEF 90  SPATK 30  SPDEF 30  SPEED 40 
SUICUNE Lv30             HP 100 ATK 75  DEF 115 SPATK 90  SPDEF 115 SPEED 85 
NINCADA Lv29             HP 31  ATK 45  DEF 90  SPATK 30  SPDEF 30  SPEED 40 
NINCADA Lv30             HP 31  ATK 45  DEF 90  SPATK 30  SPDEF 30  SPEED 40 
NINCADA Lv30             HP 31  ATK 45  DEF 90  SPATK 30  SPDEF 30  SPEED 40 
SPINARAK Lv30            HP 40  ATK 60  DEF 40  SPATK 40  SPDEF 40  SPEED 30 
SPINARAK Lv30            HP 40  ATK 60  DEF 40  SPATK 40  SPDEF 40  SPEED 30 
SPINARAK Lv31            HP 40  ATK 60  DEF 40  SPATK 40  SPDEF 40  SPEED 30 
SPINARAK Lv32            HP 40  ATK 60  DEF 40  SPATK 40  SPDEF 40  SPEED 30 
SPINARAK Lv33            HP 40  ATK 60  DEF 40  SPATK 40  SPDEF 40  SPEED 30 

Set #186 - MAGMA HIDEOUT Grass/Cave (rate=10)
CELEBI Lv27              HP 100 ATK 100 DEF 100 SPATK 100 SPDEF 100 SPEED 100
NUZLEAF Lv28             HP 70  ATK 70  DEF 40  SPATK 60  SPDEF 40  SPEED 60 
CELEBI Lv28              HP 100 ATK 100 DEF 100 SPATK 100 SPDEF 100 SPEED 100
NUZLEAF Lv30             HP 70  ATK 70  DEF 40  SPATK 60  SPDEF 40  SPEED 60 
CELEBI Lv29              HP 100 ATK 100 DEF 100 SPATK 100 SPDEF 100 SPEED 100
CELEBI Lv30              HP 100 ATK 100 DEF 100 SPATK 100 SPDEF 100 SPEED 100
CELEBI Lv30              HP 100 ATK 100 DEF 100 SPATK 100 SPDEF 100 SPEED 100
PICHU Lv30               HP 20  ATK 40  DEF 15  SPATK 35  SPDEF 35  SPEED 60 
PICHU Lv30               HP 20  ATK 40  DEF 15  SPATK 35  SPDEF 35  SPEED 60 
PICHU Lv31               HP 20  ATK 40  DEF 15  SPATK 35  SPDEF 35  SPEED 60 
PICHU Lv32               HP 20  ATK 40  DEF 15  SPATK 35  SPDEF 35  SPEED 60 
PICHU Lv33               HP 20  ATK 40  DEF 15  SPATK 35  SPDEF 35  SPEED 60 

Set #187 - MAGMA HIDEOUT Grass/Cave (rate=10)
SLOWKING Lv27            HP 95  ATK 75  DEF 80  SPATK 100 SPDEF 110 SPEED 30 
WEEPINBELL Lv28          HP 65  ATK 90  DEF 50  SPATK 85  SPDEF 45  SPEED 55 
SLOWKING Lv28            HP 95  ATK 75  DEF 80  SPATK 100 SPDEF 110 SPEED 30 
WEEPINBELL Lv30          HP 65  ATK 90  DEF 50  SPATK 85  SPDEF 45  SPEED 55 
SLOWKING Lv29            HP 95  ATK 75  DEF 80  SPATK 100 SPDEF 110 SPEED 30 
SLOWKING Lv30            HP 95  ATK 75  DEF 80  SPATK 100 SPDEF 110 SPEED 30 
SLOWKING Lv30            HP 95  ATK 75  DEF 80  SPATK 100 SPDEF 110 SPEED 30 
SMEARGLE Lv30            HP 55  ATK 20  DEF 35  SPATK 20  SPDEF 45  SPEED 75 
SMEARGLE Lv30            HP 55  ATK 20  DEF 35  SPATK 20  SPDEF 45  SPEED 75 
SMEARGLE Lv31            HP 55  ATK 20  DEF 35  SPATK 20  SPDEF 45  SPEED 75 
SMEARGLE Lv32            HP 55  ATK 20  DEF 35  SPATK 20  SPDEF 45  SPEED 75 
SMEARGLE Lv33            HP 55  ATK 20  DEF 35  SPATK 20  SPDEF 45  SPEED 75 

Set #188 - MAGMA HIDEOUT Grass/Cave (rate=10)
SUNKERN Lv27             HP 30  ATK 30  DEF 30  SPATK 30  SPDEF 30  SPEED 30 
MEW Lv28                 HP 100 ATK 100 DEF 100 SPATK 100 SPDEF 100 SPEED 100
SUNKERN Lv28             HP 30  ATK 30  DEF 30  SPATK 30  SPDEF 30  SPEED 30 
MEW Lv30                 HP 100 ATK 100 DEF 100 SPATK 100 SPDEF 100 SPEED 100
SUNKERN Lv29             HP 30  ATK 30  DEF 30  SPATK 30  SPDEF 30  SPEED 30 
SUNKERN Lv30             HP 30  ATK 30  DEF 30  SPATK 30  SPDEF 30  SPEED 30 
SUNKERN Lv30             HP 30  ATK 30  DEF 30  SPATK 30  SPDEF 30  SPEED 30 
POOCHYENA Lv30           HP 35  ATK 55  DEF 35  SPATK 30  SPDEF 30  SPEED 35 
POOCHYENA Lv30           HP 35  ATK 55  DEF 35  SPATK 30  SPDEF 30  SPEED 35 
POOCHYENA Lv31           HP 35  ATK 55  DEF 35  SPATK 30  SPDEF 30  SPEED 35 
POOCHYENA Lv32           HP 35  ATK 55  DEF 35  SPATK 30  SPDEF 30  SPEED 35 
POOCHYENA Lv33           HP 35  ATK 55  DEF 35  SPATK 30  SPDEF 30  SPEED 35 

Set #189 - MAGMA HIDEOUT Grass/Cave (rate=10)
WAILMER Lv27             HP 130 ATK 70  DEF 35  SPATK 70  SPDEF 35  SPEED 60 
BELDUM Lv28              HP 40  ATK 55  DEF 80  SPATK 35  SPDEF 60  SPEED 30 
WAILMER Lv28             HP 130 ATK 70  DEF 35  SPATK 70  SPDEF 35  SPEED 60 
BELDUM Lv30              HP 40  ATK 55  DEF 80  SPATK 35  SPDEF 60  SPEED 30 
WAILMER Lv29             HP 130 ATK 70  DEF 35  SPATK 70  SPDEF 35  SPEED 60 
WAILMER Lv30             HP 130 ATK 70  DEF 35  SPATK 70  SPDEF 35  SPEED 60 
WAILMER Lv30             HP 130 ATK 70  DEF 35  SPATK 70  SPDEF 35  SPEED 60 
SPOINK Lv30              HP 60  ATK 25  DEF 35  SPATK 70  SPDEF 80  SPEED 60 
SPOINK Lv30              HP 60  ATK 25  DEF 35  SPATK 70  SPDEF 80  SPEED 60 
SPOINK Lv31              HP 60  ATK 25  DEF 35  SPATK 70  SPDEF 80  SPEED 60 
SPOINK Lv32              HP 60  ATK 25  DEF 35  SPATK 70  SPDEF 80  SPEED 60 
SPOINK Lv33              HP 60  ATK 25  DEF 35  SPATK 70  SPDEF 80  SPEED 60 

Set #190 - MAGMA HIDEOUT Grass/Cave (rate=10)
SHARPEDO Lv27            HP 70  ATK 120 DEF 40  SPATK 95  SPDEF 40  SPEED 95 
TOGETIC Lv28             HP 55  ATK 40  DEF 85  SPATK 80  SPDEF 105 SPEED 40 
SHARPEDO Lv28            HP 70  ATK 120 DEF 40  SPATK 95  SPDEF 40  SPEED 95 
TOGETIC Lv30             HP 55  ATK 40  DEF 85  SPATK 80  SPDEF 105 SPEED 40 
SHARPEDO Lv29            HP 70  ATK 120 DEF 40  SPATK 95  SPDEF 40  SPEED 95 
SHARPEDO Lv30            HP 70  ATK 120 DEF 40  SPATK 95  SPDEF 40  SPEED 95 
SHARPEDO Lv30            HP 70  ATK 120 DEF 40  SPATK 95  SPDEF 40  SPEED 95 
EXEGGUTOR Lv30           HP 95  ATK 95  DEF 85  SPATK 125 SPDEF 65  SPEED 55 
EXEGGUTOR Lv30           HP 95  ATK 95  DEF 85  SPATK 125 SPDEF 65  SPEED 55 
EXEGGUTOR Lv31           HP 95  ATK 95  DEF 85  SPATK 125 SPDEF 65  SPEED 55 
EXEGGUTOR Lv32           HP 95  ATK 95  DEF 85  SPATK 125 SPDEF 65  SPEED 55 
EXEGGUTOR Lv33           HP 95  ATK 95  DEF 85  SPATK 125 SPDEF 65  SPEED 55 

Set #191 - MAGMA HIDEOUT Grass/Cave (rate=10)
DUSCLOPS Lv27            HP 40  ATK 70  DEF 130 SPATK 60  SPDEF 130 SPEED 25 
SNORLAX Lv28             HP 160 ATK 110 DEF 65  SPATK 65  SPDEF 110 SPEED 30 
DUSCLOPS Lv28            HP 40  ATK 70  DEF 130 SPATK 60  SPDEF 130 SPEED 25 
SNORLAX Lv30             HP 160 ATK 110 DEF 65  SPATK 65  SPDEF 110 SPEED 30 
DUSCLOPS Lv29            HP 40  ATK 70  DEF 130 SPATK 60  SPDEF 130 SPEED 25 
DUSCLOPS Lv30            HP 40  ATK 70  DEF 130 SPATK 60  SPDEF 130 SPEED 25 
DUSCLOPS Lv30            HP 40  ATK 70  DEF 130 SPATK 60  SPDEF 130 SPEED 25 
TENTACOOL Lv30           HP 40  ATK 40  DEF 35  SPATK 50  SPDEF 100 SPEED 70 
TENTACOOL Lv30           HP 40  ATK 40  DEF 35  SPATK 50  SPDEF 100 SPEED 70 
TENTACOOL Lv31           HP 40  ATK 40  DEF 35  SPATK 50  SPDEF 100 SPEED 70 
TENTACOOL Lv32           HP 40  ATK 40  DEF 35  SPATK 50  SPDEF 100 SPEED 70 
TENTACOOL Lv33           HP 40  ATK 40  DEF 35  SPATK 50  SPDEF 100 SPEED 70 

Set #192 - MAGMA HIDEOUT Grass/Cave (rate=10)
BULBASAUR Lv27           HP 45  ATK 49  DEF 49  SPATK 65  SPDEF 65  SPEED 45 
PRIMEAPE Lv28            HP 65  ATK 105 DEF 60  SPATK 60  SPDEF 70  SPEED 95 
BULBASAUR Lv28           HP 45  ATK 49  DEF 49  SPATK 65  SPDEF 65  SPEED 45 
PRIMEAPE Lv30            HP 65  ATK 105 DEF 60  SPATK 60  SPDEF 70  SPEED 95 
BULBASAUR Lv29           HP 45  ATK 49  DEF 49  SPATK 65  SPDEF 65  SPEED 45 
BULBASAUR Lv30           HP 45  ATK 49  DEF 49  SPATK 65  SPDEF 65  SPEED 45 
BULBASAUR Lv30           HP 45  ATK 49  DEF 49  SPATK 65  SPDEF 65  SPEED 45 
DRAGONITE Lv30           HP 91  ATK 134 DEF 95  SPATK 100 SPDEF 100 SPEED 80 
DRAGONITE Lv30           HP 91  ATK 134 DEF 95  SPATK 100 SPDEF 100 SPEED 80 
DRAGONITE Lv31           HP 91  ATK 134 DEF 95  SPATK 100 SPDEF 100 SPEED 80 
DRAGONITE Lv32           HP 91  ATK 134 DEF 95  SPATK 100 SPDEF 100 SPEED 80 
DRAGONITE Lv33           HP 91  ATK 134 DEF 95  SPATK 100 SPDEF 100 SPEED 80 

Set #193 - MIRAGE TOWER Grass/Cave (rate=10)
NIDOQUEEN Lv21           HP 90  ATK 82  DEF 87  SPATK 75  SPDEF 85  SPEED 76 
GLOOM Lv21               HP 60  ATK 65  DEF 70  SPATK 85  SPDEF 75  SPEED 40 
NIDOQUEEN Lv20           HP 90  ATK 82  DEF 87  SPATK 75  SPDEF 85  SPEED 76 
GLOOM Lv20               HP 60  ATK 65  DEF 70  SPATK 85  SPDEF 75  SPEED 40 
NIDOQUEEN Lv20           HP 90  ATK 82  DEF 87  SPATK 75  SPDEF 85  SPEED 76 
GLOOM Lv20               HP 60  ATK 65  DEF 70  SPATK 85  SPDEF 75  SPEED 40 
NIDOQUEEN Lv22           HP 90  ATK 82  DEF 87  SPATK 75  SPDEF 85  SPEED 76 
GLOOM Lv22               HP 60  ATK 65  DEF 70  SPATK 85  SPDEF 75  SPEED 40 
NIDOQUEEN Lv23           HP 90  ATK 82  DEF 87  SPATK 75  SPDEF 85  SPEED 76 
GLOOM Lv23               HP 60  ATK 65  DEF 70  SPATK 85  SPDEF 75  SPEED 40 
NIDOQUEEN Lv24           HP 90  ATK 82  DEF 87  SPATK 75  SPDEF 85  SPEED 76 
GLOOM Lv24               HP 60  ATK 65  DEF 70  SPATK 85  SPDEF 75  SPEED 40 

Set #194 - MIRAGE TOWER Grass/Cave (rate=10)
BEEDRILL Lv21            HP 65  ATK 80  DEF 40  SPATK 45  SPDEF 80  SPEED 75 
LEDYBA Lv21              HP 40  ATK 20  DEF 30  SPATK 40  SPDEF 80  SPEED 55 
BEEDRILL Lv20            HP 65  ATK 80  DEF 40  SPATK 45  SPDEF 80  SPEED 75 
LEDYBA Lv20              HP 40  ATK 20  DEF 30  SPATK 40  SPDEF 80  SPEED 55 
BEEDRILL Lv20            HP 65  ATK 80  DEF 40  SPATK 45  SPDEF 80  SPEED 75 
LEDYBA Lv20              HP 40  ATK 20  DEF 30  SPATK 40  SPDEF 80  SPEED 55 
BEEDRILL Lv22            HP 65  ATK 80  DEF 40  SPATK 45  SPDEF 80  SPEED 75 
LEDYBA Lv22              HP 40  ATK 20  DEF 30  SPATK 40  SPDEF 80  SPEED 55 
BEEDRILL Lv23            HP 65  ATK 80  DEF 40  SPATK 45  SPDEF 80  SPEED 75 
LEDYBA Lv23              HP 40  ATK 20  DEF 30  SPATK 40  SPDEF 80  SPEED 55 
BEEDRILL Lv24            HP 65  ATK 80  DEF 40  SPATK 45  SPDEF 80  SPEED 75 
LEDYBA Lv24              HP 40  ATK 20  DEF 30  SPATK 40  SPDEF 80  SPEED 55 

Set #195 - MIRAGE TOWER Grass/Cave (rate=10)
PORYGON Lv21             HP 65  ATK 60  DEF 70  SPATK 85  SPDEF 75  SPEED 40 
GOREBYSS Lv21            HP 55  ATK 84  DEF 105 SPATK 114 SPDEF 75  SPEED 52 
PORYGON Lv20             HP 65  ATK 60  DEF 70  SPATK 85  SPDEF 75  SPEED 40 
GOREBYSS Lv20            HP 55  ATK 84  DEF 105 SPATK 114 SPDEF 75  SPEED 52 
PORYGON Lv20             HP 65  ATK 60  DEF 70  SPATK 85  SPDEF 75  SPEED 40 
GOREBYSS Lv20            HP 55  ATK 84  DEF 105 SPATK 114 SPDEF 75  SPEED 52 
PORYGON Lv22             HP 65  ATK 60  DEF 70  SPATK 85  SPDEF 75  SPEED 40 
GOREBYSS Lv22            HP 55  ATK 84  DEF 105 SPATK 114 SPDEF 75  SPEED 52 
PORYGON Lv23             HP 65  ATK 60  DEF 70  SPATK 85  SPDEF 75  SPEED 40 
GOREBYSS Lv23            HP 55  ATK 84  DEF 105 SPATK 114 SPDEF 75  SPEED 52 
PORYGON Lv24             HP 65  ATK 60  DEF 70  SPATK 85  SPDEF 75  SPEED 40 
GOREBYSS Lv24            HP 55  ATK 84  DEF 105 SPATK 114 SPDEF 75  SPEED 52 

Set #196 - MIRAGE TOWER Grass/Cave (rate=10)
CHINCHOU Lv21            HP 75  ATK 38  DEF 38  SPATK 56  SPDEF 56  SPEED 67 
WEEZING Lv21             HP 65  ATK 90  DEF 120 SPATK 85  SPDEF 70  SPEED 60 
CHINCHOU Lv20            HP 75  ATK 38  DEF 38  SPATK 56  SPDEF 56  SPEED 67 
WEEZING Lv20             HP 65  ATK 90  DEF 120 SPATK 85  SPDEF 70  SPEED 60 
CHINCHOU Lv20            HP 75  ATK 38  DEF 38  SPATK 56  SPDEF 56  SPEED 67 
WEEZING Lv20             HP 65  ATK 90  DEF 120 SPATK 85  SPDEF 70  SPEED 60 
CHINCHOU Lv22            HP 75  ATK 38  DEF 38  SPATK 56  SPDEF 56  SPEED 67 
WEEZING Lv22             HP 65  ATK 90  DEF 120 SPATK 85  SPDEF 70  SPEED 60 
CHINCHOU Lv23            HP 75  ATK 38  DEF 38  SPATK 56  SPDEF 56  SPEED 67 
WEEZING Lv23             HP 65  ATK 90  DEF 120 SPATK 85  SPDEF 70  SPEED 60 
CHINCHOU Lv24            HP 75  ATK 38  DEF 38  SPATK 56  SPDEF 56  SPEED 67 
WEEZING Lv24             HP 65  ATK 90  DEF 120 SPATK 85  SPDEF 70  SPEED 60 

Set #197 - DESERT UNDERPASS Grass/Cave (rate=10)
SEVIPER Lv38             HP 73  ATK 100 DEF 60  SPATK 100 SPDEF 60  SPEED 65 
BANETTE Lv35             HP 64  ATK 115 DEF 65  SPATK 83  SPDEF 63  SPEED 65 
SEVIPER Lv40             HP 73  ATK 100 DEF 60  SPATK 100 SPDEF 60  SPEED 65 
HORSEA Lv40              HP 30  ATK 40  DEF 70  SPATK 70  SPDEF 25  SPEED 60 
SEVIPER Lv41             HP 73  ATK 100 DEF 60  SPATK 100 SPDEF 60  SPEED 65 
BANETTE Lv36             HP 64  ATK 115 DEF 65  SPATK 83  SPDEF 63  SPEED 65 
HORSEA Lv38              HP 30  ATK 40  DEF 70  SPATK 70  SPDEF 25  SPEED 60 
SEVIPER Lv42             HP 73  ATK 100 DEF 60  SPATK 100 SPDEF 60  SPEED 65 
BANETTE Lv38             HP 64  ATK 115 DEF 65  SPATK 83  SPDEF 63  SPEED 65 
SEVIPER Lv43             HP 73  ATK 100 DEF 60  SPATK 100 SPDEF 60  SPEED 65 
HORSEA Lv44              HP 30  ATK 40  DEF 70  SPATK 70  SPDEF 25  SPEED 60 
SEVIPER Lv45             HP 73  ATK 100 DEF 60  SPATK 100 SPDEF 60  SPEED 65 

Set #198 - ARTISAN CAVE Grass/Cave (rate=10)
REGIROCK Lv40            HP 80  ATK 100 DEF 200 SPATK 50  SPDEF 100 SPEED 50 
REGIROCK Lv41            HP 80  ATK 100 DEF 200 SPATK 50  SPDEF 100 SPEED 50 
REGIROCK Lv42            HP 80  ATK 100 DEF 200 SPATK 50  SPDEF 100 SPEED 50 
REGIROCK Lv43            HP 80  ATK 100 DEF 200 SPATK 50  SPDEF 100 SPEED 50 
REGIROCK Lv44            HP 80  ATK 100 DEF 200 SPATK 50  SPDEF 100 SPEED 50 
REGIROCK Lv45            HP 80  ATK 100 DEF 200 SPATK 50  SPDEF 100 SPEED 50 
REGIROCK Lv46            HP 80  ATK 100 DEF 200 SPATK 50  SPDEF 100 SPEED 50 
REGIROCK Lv47            HP 80  ATK 100 DEF 200 SPATK 50  SPDEF 100 SPEED 50 
REGIROCK Lv48            HP 80  ATK 100 DEF 200 SPATK 50  SPDEF 100 SPEED 50 
REGIROCK Lv49            HP 80  ATK 100 DEF 200 SPATK 50  SPDEF 100 SPEED 50 
REGIROCK Lv50            HP 80  ATK 100 DEF 200 SPATK 50  SPDEF 100 SPEED 50 
REGIROCK Lv50            HP 80  ATK 100 DEF 200 SPATK 50  SPDEF 100 SPEED 50 

Set #199 - ARTISAN CAVE Grass/Cave (rate=10)
MACHAMP Lv40             HP 90  ATK 130 DEF 80  SPATK 65  SPDEF 85  SPEED 55 
MACHAMP Lv41             HP 90  ATK 130 DEF 80  SPATK 65  SPDEF 85  SPEED 55 
MACHAMP Lv42             HP 90  ATK 130 DEF 80  SPATK 65  SPDEF 85  SPEED 55 
MACHAMP Lv43             HP 90  ATK 130 DEF 80  SPATK 65  SPDEF 85  SPEED 55 
MACHAMP Lv44             HP 90  ATK 130 DEF 80  SPATK 65  SPDEF 85  SPEED 55 
MACHAMP Lv45             HP 90  ATK 130 DEF 80  SPATK 65  SPDEF 85  SPEED 55 
MACHAMP Lv46             HP 90  ATK 130 DEF 80  SPATK 65  SPDEF 85  SPEED 55 
MACHAMP Lv47             HP 90  ATK 130 DEF 80  SPATK 65  SPDEF 85  SPEED 55 
MACHAMP Lv48             HP 90  ATK 130 DEF 80  SPATK 65  SPDEF 85  SPEED 55 
MACHAMP Lv49             HP 90  ATK 130 DEF 80  SPATK 65  SPDEF 85  SPEED 55 
MACHAMP Lv50             HP 90  ATK 130 DEF 80  SPATK 65  SPDEF 85  SPEED 55 
MACHAMP Lv50             HP 90  ATK 130 DEF 80  SPATK 65  SPDEF 85  SPEED 55 

Set #200 - ALTERING CAVE Grass/Cave (rate=7)
ARMALDO Lv10             HP 75  ATK 125 DEF 100 SPATK 70  SPDEF 80  SPEED 45 
ARMALDO Lv12             HP 75  ATK 125 DEF 100 SPATK 70  SPDEF 80  SPEED 45 
ARMALDO Lv8              HP 75  ATK 125 DEF 100 SPATK 70  SPDEF 80  SPEED 45 
ARMALDO Lv14             HP 75  ATK 125 DEF 100 SPATK 70  SPDEF 80  SPEED 45 
ARMALDO Lv10             HP 75  ATK 125 DEF 100 SPATK 70  SPDEF 80  SPEED 45 
ARMALDO Lv12             HP 75  ATK 125 DEF 100 SPATK 70  SPDEF 80  SPEED 45 
ARMALDO Lv16             HP 75  ATK 125 DEF 100 SPATK 70  SPDEF 80  SPEED 45 
ARMALDO Lv6              HP 75  ATK 125 DEF 100 SPATK 70  SPDEF 80  SPEED 45 
ARMALDO Lv8              HP 75  ATK 125 DEF 100 SPATK 70  SPDEF 80  SPEED 45 
ARMALDO Lv14             HP 75  ATK 125 DEF 100 SPATK 70  SPDEF 80  SPEED 45 
ARMALDO Lv8              HP 75  ATK 125 DEF 100 SPATK 70  SPDEF 80  SPEED 45 
ARMALDO Lv14             HP 75  ATK 125 DEF 100 SPATK 70  SPDEF 80  SPEED 45 

Set #201 - ALTERING CAVE Grass/Cave (rate=7)
SHROOMISH Lv7            HP 60  ATK 40  DEF 60  SPATK 40  SPDEF 60  SPEED 35 
SHROOMISH Lv9            HP 60  ATK 40  DEF 60  SPATK 40  SPDEF 60  SPEED 35 
SHROOMISH Lv5            HP 60  ATK 40  DEF 60  SPATK 40  SPDEF 60  SPEED 35 
SHROOMISH Lv11           HP 60  ATK 40  DEF 60  SPATK 40  SPDEF 60  SPEED 35 
SHROOMISH Lv7            HP 60  ATK 40  DEF 60  SPATK 40  SPDEF 60  SPEED 35 
SHROOMISH Lv9            HP 60  ATK 40  DEF 60  SPATK 40  SPDEF 60  SPEED 35 
SHROOMISH Lv13           HP 60  ATK 40  DEF 60  SPATK 40  SPDEF 60  SPEED 35 
SHROOMISH Lv3            HP 60  ATK 40  DEF 60  SPATK 40  SPDEF 60  SPEED 35 
SHROOMISH Lv5            HP 60  ATK 40  DEF 60  SPATK 40  SPDEF 60  SPEED 35 
SHROOMISH Lv11           HP 60  ATK 40  DEF 60  SPATK 40  SPDEF 60  SPEED 35 
SHROOMISH Lv5            HP 60  ATK 40  DEF 60  SPATK 40  SPDEF 60  SPEED 35 
SHROOMISH Lv11           HP 60  ATK 40  DEF 60  SPATK 40  SPDEF 60  SPEED 35 

Set #202 - ALTERING CAVE Grass/Cave (rate=7)
RAIKOU Lv23              HP 90  ATK 85  DEF 75  SPATK 115 SPDEF 100 SPEED 115
RAIKOU Lv25              HP 90  ATK 85  DEF 75  SPATK 115 SPDEF 100 SPEED 115
RAIKOU Lv22              HP 90  ATK 85  DEF 75  SPATK 115 SPDEF 100 SPEED 115
RAIKOU Lv27              HP 90  ATK 85  DEF 75  SPATK 115 SPDEF 100 SPEED 115
RAIKOU Lv23              HP 90  ATK 85  DEF 75  SPATK 115 SPDEF 100 SPEED 115
RAIKOU Lv25              HP 90  ATK 85  DEF 75  SPATK 115 SPDEF 100 SPEED 115
RAIKOU Lv29              HP 90  ATK 85  DEF 75  SPATK 115 SPDEF 100 SPEED 115
RAIKOU Lv19              HP 90  ATK 85  DEF 75  SPATK 115 SPDEF 100 SPEED 115
RAIKOU Lv21              HP 90  ATK 85  DEF 75  SPATK 115 SPDEF 100 SPEED 115
RAIKOU Lv27              HP 90  ATK 85  DEF 75  SPATK 115 SPDEF 100 SPEED 115
RAIKOU Lv21              HP 90  ATK 85  DEF 75  SPATK 115 SPDEF 100 SPEED 115
RAIKOU Lv27              HP 90  ATK 85  DEF 75  SPATK 115 SPDEF 100 SPEED 115

Set #203 - ALTERING CAVE Grass/Cave (rate=7)
WYNAUT Lv16              HP 95  ATK 23  DEF 48  SPATK 23  SPDEF 48  SPEED 23 
WYNAUT Lv18              HP 95  ATK 23  DEF 48  SPATK 23  SPDEF 48  SPEED 23 
WYNAUT Lv14              HP 95  ATK 23  DEF 48  SPATK 23  SPDEF 48  SPEED 23 
WYNAUT Lv20              HP 95  ATK 23  DEF 48  SPATK 23  SPDEF 48  SPEED 23 
WYNAUT Lv16              HP 95  ATK 23  DEF 48  SPATK 23  SPDEF 48  SPEED 23 
WYNAUT Lv18              HP 95  ATK 23  DEF 48  SPATK 23  SPDEF 48  SPEED 23 
WYNAUT Lv22              HP 95  ATK 23  DEF 48  SPATK 23  SPDEF 48  SPEED 23 
WYNAUT Lv12              HP 95  ATK 23  DEF 48  SPATK 23  SPDEF 48  SPEED 23 
WYNAUT Lv14              HP 95  ATK 23  DEF 48  SPATK 23  SPDEF 48  SPEED 23 
WYNAUT Lv20              HP 95  ATK 23  DEF 48  SPATK 23  SPDEF 48  SPEED 23 
WYNAUT Lv14              HP 95  ATK 23  DEF 48  SPATK 23  SPDEF 48  SPEED 23 
WYNAUT Lv20              HP 95  ATK 23  DEF 48  SPATK 23  SPDEF 48  SPEED 23 

Set #204 - ALTERING CAVE Grass/Cave (rate=7)
SOLROCK Lv10             HP 70  ATK 95  DEF 85  SPATK 55  SPDEF 65  SPEED 70 
SOLROCK Lv12             HP 70  ATK 95  DEF 85  SPATK 55  SPDEF 65  SPEED 70 
SOLROCK Lv8              HP 70  ATK 95  DEF 85  SPATK 55  SPDEF 65  SPEED 70 
SOLROCK Lv14             HP 70  ATK 95  DEF 85  SPATK 55  SPDEF 65  SPEED 70 
SOLROCK Lv10             HP 70  ATK 95  DEF 85  SPATK 55  SPDEF 65  SPEED 70 
SOLROCK Lv12             HP 70  ATK 95  DEF 85  SPATK 55  SPDEF 65  SPEED 70 
SOLROCK Lv16             HP 70  ATK 95  DEF 85  SPATK 55  SPDEF 65  SPEED 70 
SOLROCK Lv6              HP 70  ATK 95  DEF 85  SPATK 55  SPDEF 65  SPEED 70 
SOLROCK Lv8              HP 70  ATK 95  DEF 85  SPATK 55  SPDEF 65  SPEED 70 
SOLROCK Lv14             HP 70  ATK 95  DEF 85  SPATK 55  SPDEF 65  SPEED 70 
SOLROCK Lv8              HP 70  ATK 95  DEF 85  SPATK 55  SPDEF 65  SPEED 70 
SOLROCK Lv14             HP 70  ATK 95  DEF 85  SPATK 55  SPDEF 65  SPEED 70 

Set #205 - ALTERING CAVE Grass/Cave (rate=7)
MURKROW Lv22             HP 60  ATK 85  DEF 42  SPATK 85  SPDEF 42  SPEED 91 
